Date,Ticker,Open,High,Low,Close,Volume,total_tweet,positif_tweet,netral_tweet,negatif_tweet,avg_polarity,avg_subjectivity,Year,YearMonth,Open_log,Close_log,High_log,Close_lag1
2020-12-23,ISAT.JK,1184.89453125,1226.8377004977876,1040.1905973451328,1101.0081927544247,287237600.0,2,1,1,0,0.7963057160377502,0.8369671702384949,2020,2020-12,7.078252647483601,7.004889424126627,7.113009934254015,1179.6517508370534
2020-12-28,ISAT.JK,1184.89453125,1184.89453125,1184.89453125,1184.89453125,0.0,3,3,0,0,0.6662779379015168,0.6675013854789237,2020,2020-12,7.078252647483601,7.078252647483601,7.078252647483601,1101.0081927544247
2020-12-29,ISAT.JK,1106.2510986328125,1357.9101163312723,1106.2510986328125,1216.3519188758887,336027200.0,4,7,0,0,0.5787345720371897,0.5877132730425468,2020,2020-12,7.009635735020303,7.104433220352894,7.214438272398906,1184.89453125
2020-12-30,ISAT.JK,1059.065185546875,1127.222846002862,1033.8992801477414,1101.0083612120975,135480800.0,3,0,0,2,-0.3250209291776021,0.9942498405774436,2020,2020-12,6.966085681014262,7.004889576990879,7.028398971059066,1216.3519188758887
2021-01-04,ISAT.JK,1216.35205078125,1221.594947551859,1064.3080444335938,1069.550941204203,196813200.0,3,1,0,2,-0.3782642682393392,0.772354523340861,2021,2021-01,7.104433328707226,6.975928693262982,7.1087308850422115,1101.0083612120975
2021-01-06,ISAT.JK,1142.951416015625,1195.380380053039,1106.2511411894352,1179.6516908418148,71719600.0,2,2,0,0,0.7747576534748077,0.9806348383426666,2021,2021-01,7.042243702520119,7.073821845383452,7.0870559274680645,1069.550941204203
2021-01-07,ISAT.JK,1237.3236083984375,1237.3236083984375,1142.9514687748278,1158.6801587120965,147130400.0,1,1,0,0,0.192338228225708,0.2006919980049133,2021,2021-01,7.121513815208044,7.055899520833023,7.121513815208044,1179.6516908418148
2021-01-08,ISAT.JK,1237.3236083984375,1237.3236083984375,1237.3236083984375,1237.3236083984375,0.0,3,1,0,2,-0.3187379439671834,0.9867154359817504,2021,2021-01,7.121513815208044,7.121513815208044,7.121513815208044,1158.6801587120965
2021-01-11,ISAT.JK,1237.3236083984375,1237.3236083984375,1237.3236083984375,1237.3236083984375,0.0,2,1,0,1,-0.4988668443402275,0.5001616273657419,2021,2021-01,7.121513815208044,7.121513815208044,7.121513815208044,1237.3236083984375
2021-01-14,ISAT.JK,1300.2384033203125,1347.4244744085497,1268.781022594821,1342.1815776209676,57722800.0,2,2,0,0,0.0493791317567229,0.5001951986923814,2021,2021-01,7.171071707935816,7.202796390378156,7.206692133898647,1237.3236083984375
2021-01-19,ISAT.JK,1190.1375732421875,1268.7810252185436,1116.7370180642554,1200.623366839035,62910400.0,1,0,0,1,-0.4691495299339294,0.5018538236618042,2021,2021-01,7.082664073383183,7.09142872725807,7.146599743498651,1342.1815776209676
2021-01-21,ISAT.JK,1179.6517333984375,1242.5664925130209,1158.6801470269097,1237.3235959201388,18348800.0,1,1,0,0,-0.0059259850531816,0.008957153186202,2021,2021-01,7.073821881428478,7.121513805131277,7.125738733879035,1200.623366839035
2021-01-27,ISAT.JK,1153.437255859375,1216.3520152698864,1106.2511863014915,1153.437255859375,57200400.0,3,2,0,1,0.604763563722372,0.6326952787737051,2021,2021-01,7.051368279859358,7.051368279859358,7.104433299536237,1237.3235959201388
2021-02-04,ISAT.JK,1169.166015625,1237.3236757286995,1090.522561659193,1090.522561659193,106695200.0,1,1,0,0,0.9883629083633424,0.9973715543746948,2021,2021-02,7.064900911422424,6.995328846100872,7.1215138695801485,1153.437255859375
2021-02-11,ISAT.JK,1247.809326171875,1289.7524967995012,1216.3519482011554,1221.5948445296087,51298400.0,1,1,0,0,0.2589111626148224,0.5144833326339722,2021,2021-02,7.129945837280219,7.108730800776973,7.162980658136738,1090.522561659193
2021-02-17,ISAT.JK,1211.109130859375,1274.023890904018,1184.8946475074404,1263.538097563244,36954800.0,1,0,1,0,0.0002377633936703,0.0010236910311505,2021,2021-02,7.100117204538906,7.142462194215471,7.1507201953809085,1221.5948445296087
2021-03-09,ISAT.JK,1174.40869140625,1232.080546787807,1174.40869140625,1190.1373792375837,31064000.0,1,1,0,0,0.1888319253921508,0.1930291056632995,2021,2021-03,7.06937118857545,7.082663910509789,7.117270826892671,1263.538097563244
2021-03-16,ISAT.JK,1294.9954833984375,1384.124727195091,1179.65175613218,1179.65175613218,176234000.0,4,2,1,1,0.0121273505501449,0.5147229759022593,2021,2021-03,7.167034391874077,7.073821900683726,7.233545470303192,1190.1373792375837
2021-03-17,ISAT.JK,1268.781005859375,1352.6673533542098,1247.8094189856663,1294.9954894515108,57736400.0,1,0,0,1,-0.0017515873769298,0.0038209748454391,2021,2021-03,7.146599728252583,7.167034396544675,7.210572746297702,1179.65175613218
2021-03-18,ISAT.JK,1384.1246337890625,1473.2538715709338,1253.0522252863102,1279.2667069868608,120371600.0,2,0,1,1,-0.1990962531417608,0.2363091967999935,2021,2021-03,7.233545402868087,7.154823700042211,7.295907291006339,1294.9954894515108
2021-03-22,ISAT.JK,1300.2384033203125,1405.0963390719503,1300.2384033203125,1405.0963390719503,25834000.0,1,1,0,0,0.9784852862358092,0.9797915816307068,2021,2021-03,7.171071707935816,7.24857258998905,7.24857258998905,1279.2667069868608
2021-07-07,ISAT.JK,1289.7525634765625,1336.9386328720466,1268.7809770785695,1336.9386328720466,15820000.0,1,0,0,1,-0.0006683126557618,0.0011944214347749,2021,2021-07,7.1629807097942475,7.1988853748172525,7.1988853748172525,1405.0963390719503
2021-07-23,ISAT.JK,1247.809326171875,1284.509600471048,1247.809326171875,1279.2667041425946,8689600.0,1,1,0,0,-0.0009550848044455,0.001497184857726,2021,2021-07,7.129945837280219,7.154823697820591,7.158910494955807,1336.9386328720466
2021-07-29,ISAT.JK,1258.295166015625,1284.5096486409504,1205.866200764974,1247.8093729654947,28170400.0,1,0,0,1,-0.0014174538664519,0.0019809061195701,2021,2021-07,7.138307451376326,7.129945874750806,7.158910532427251,1279.2667041425946
2021-08-20,ISAT.JK,1368.39599609375,1384.124685704023,1258.295168821839,1258.295168821839,13301600.0,1,0,0,1,-0.991270124912262,0.9925199151039124,2021,2021-08,7.222125042842868,7.138307453604726,7.23354544034844,1247.8093729654947
2021-08-30,ISAT.JK,1347.4244384765625,1368.3960250676375,1331.6957485332564,1363.1531284198686,3065600.0,1,1,0,0,0.9972472190856934,0.9986202716827391,2021,2021-08,7.206692107251261,7.2182890963396895,7.222125064001019,1258.295168821839
2021-09-16,ISAT.JK,1494.2255859375,1525.682966694079,1468.0111019736842,1468.0111019736842,21141600.0,4,3,4,0,0.5183137754959587,0.5554294384616826,2021,2021-09,7.310032368045171,7.2923447336495295,7.330852665256974,1363.1531284198686
2021-09-17,ISAT.JK,1447.0394287109375,1609.569219616876,1420.824946306754,1583.3547372126925,67453600.0,4,1,3,0,0.2712149672952363,0.295660272007808,2021,2021-09,7.277965802347685,7.367932497561793,7.384342948050596,1468.0111019736842
2021-10-29,ISAT.JK,1452.282470703125,1499.4685437584612,1447.0395736969765,1488.9827497461642,16615600.0,1,0,0,1,-0.0570007488131523,0.0634585991501808,2021,2021-10,7.281580049839933,7.3065198215209195,7.313532700820931,1583.3547372126925
2021-11-10,ISAT.JK,1468.010986328125,1499.4683646065848,1457.5251935686383,1488.9825718470984,10281200.0,1,1,0,0,0.9810873866081238,0.983997881412506,2021,2021-11,7.292344654926119,7.3065197021241834,7.313532581423635,1488.9827497461642
2021-11-18,ISAT.JK,1426.06787109375,1457.525250603171,1384.124698414522,1447.039457433364,24426400.0,1,0,0,1,-0.9910898208618164,0.9941271543502808,2021,2021-11,7.263377178429714,7.2779658221830745,7.285181101878633,1488.9825718470984
2021-11-19,ISAT.JK,1447.0394287109375,1452.282325191774,1405.0962568642435,1405.0962568642435,13399200.0,1,1,0,0,1.1646130587905644e-05,0.0011824185494333,2021,2021-11,7.277965802347685,7.248572531523846,7.281579949713935,1447.039457433364
2021-11-26,ISAT.JK,1551.8973388671875,1614.8120958482896,1509.9541675464527,1551.8973388671875,117840800.0,1,0,0,1,-0.9673814177513124,0.9944468140602112,2021,2021-11,7.347877715919987,7.347877715919987,7.387592954998706,1405.0962568642435
2021-11-30,ISAT.JK,1709.184326171875,1730.1559129960697,1656.755359111388,1661.9982558174368,60419600.0,2,1,1,0,0.4962659270968287,0.5006172163411975,2021,2021-11,7.444356436770416,7.416377430375443,7.456544622174977,1551.8973388671875
2021-12-02,ISAT.JK,1630.540771484375,1682.969735197699,1620.0549787417103,1646.2694605983722,38868400.0,1,1,0,0,0.005635293200612,0.0183913093060255,2021,2021-12,7.397280105904622,7.406874323716175,7.428909222667912,1661.9982558174368
2021-12-03,ISAT.JK,1635.7838134765625,1661.998297666892,1614.8122261242988,1635.7838134765625,35639600.0,1,1,0,0,0.0019084940431639,0.0023612114600837,2021,2021-12,7.400488506021242,7.400488506021242,7.416377455540505,1646.2694605983722
2021-12-06,ISAT.JK,1698.698486328125,1698.698486328125,1646.2695207007137,1667.241106951678,89504000.0,1,0,1,0,-0.9834728240966796,0.9857650995254515,2021,2021-12,7.438206153330532,7.419525121004741,7.438206153330532,1635.7838134765625
2021-12-07,ISAT.JK,1763.6693115234375,1763.6693115234375,1763.6693115234375,1763.6693115234375,3378400.0,2,2,0,0,-0.1543628871440887,0.8512251675128937,2021,2021-12,7.4757185929032905,7.4757185929032905,7.4757185929032905,1667.241106951678
2021-12-08,ISAT.JK,1641.030029296875,1641.030029296875,1641.030029296875,1641.030029296875,6306400.0,1,0,0,1,-0.9987071752548218,0.999125361442566,2021,2021-12,7.403688578089284,7.403688578089284,7.403688578089284,1763.6693115234375
2021-12-10,ISAT.JK,1459.9912109375,1530.0707890625,1436.6313515625,1530.0707890625,82935200.0,1,1,0,0,0.0200910568237304,0.2008464783430099,2021,2021-12,7.286870395947184,7.333722631729538,7.333722631729538,1641.030029296875
2021-12-13,ISAT.JK,1483.3509521484375,1506.710809662586,1459.9910946342889,1459.9910946342889,33481600.0,1,0,1,0,0.0006688149878755,0.0026233624666929,2021,2021-12,7.302732886433879,7.286870316341492,7.318347759396755,1530.0707890625
2021-12-16,ISAT.JK,1424.951416015625,1465.831169753778,1401.5915567366803,1448.3112752945697,25968800.0,2,2,0,0,0.5096053499728441,0.5126037821173668,2021,2021-12,7.262594530278571,7.278843740019204,7.290859686144404,1459.9910946342889
2021-12-20,ISAT.JK,1384.071533203125,1419.111318853837,1384.071533203125,1407.4313903035998,15157200.0,1,1,0,0,0.970150113105774,0.9949737787246704,2021,2021-12,7.233507065809812,7.250231874950447,7.258490541081732,1448.3112752945697
2021-12-30,ISAT.JK,1448.311279296875,1471.671138640373,1424.9514199533771,1459.991208968624,24475200.0,2,1,0,1,-0.0063374327728524,0.0089241921668871,2021,2021-12,7.278843742780726,7.286870394599553,7.294833131957663,1407.4313903035998
2022-01-04,ISAT.JK,1459.9912109375,1512.55089453125,1436.6313515625,1500.87096484375,26790800.0,2,1,0,1,-0.0295174876227974,0.033096401952207,2022,2022-01,7.286870395947184,7.314466919741389,7.3222137549405,1459.991208968624
2022-01-05,ISAT.JK,1436.63134765625,1483.3510662792175,1413.2714883447663,1471.6711366234756,23614000.0,2,1,1,0,0.4979361813748256,0.4996438614325597,2022,2022-01,7.270752140779922,7.294833130588113,7.302732963323226,1500.87096484375
2022-01-06,ISAT.JK,1471.671142578125,1477.5111074296256,1430.7913886176216,1436.631353469122,15633200.0,1,1,0,0,0.9480651021003724,0.97034353017807,2022,2022-01,7.294833134631547,7.270752144823289,7.298790851898485,1471.6711366234756
2022-01-10,ISAT.JK,1448.311279296875,1477.5111034762476,1436.6313496251262,1471.671138640373,17668000.0,1,0,0,1,-0.0010237209498882,0.0016813485417515,2022,2022-01,7.278843742780726,7.294833131957663,7.298790849224594,1436.631353469122
2022-01-11,ISAT.JK,1389.91162109375,1465.8311634224003,1378.231691504727,1448.3112690388657,23289600.0,3,2,1,0,0.3647018944223721,0.3663063496351242,2022,2022-01,7.237714653667512,7.278843735702876,7.29085968182804,1471.671138640373
2022-01-17,ISAT.JK,1389.91162109375,1424.9514098608197,1384.0716562992384,1419.111445066308,7635200.0,1,0,1,0,0.000646729604341,0.001341161201708,2022,2022-01,7.237714653667512,7.258490629956783,7.2625945259622915,1448.3112690388657
2022-01-20,ISAT.JK,1395.7515869140625,1401.5915517128662,1354.8718333224372,1354.8718333224372,8867600.0,1,1,0,0,-0.0019390186062082,0.002337776357308,2022,2022-01,7.241904524486142,7.2121999458344215,7.246076912779998,1419.111445066308
2022-05-09,ISAT.JK,1524.230712890625,1629.3500724003234,1524.230712890625,1629.3500724003234,23904000.0,1,1,0,0,0.0002045921282842,0.0034003197215497,2022,2022-05,7.32990096474016,7.396550039085145,7.396550039085145,1354.8718333224372
2022-05-11,ISAT.JK,1401.591552734375,1459.991200764974,1337.3519399007162,1401.591552734375,44423600.0,1,0,0,1,-0.9954268336296082,0.999275267124176,2022,2022-05,7.246076913508299,7.246076913508299,7.286870388984427,1629.3500724003234
2022-05-12,ISAT.JK,1343.1917724609375,1413.27134319803,1337.3518082328465,1407.4313789699388,19607200.0,2,1,0,1,0.0137068886542692,0.0187840182334184,2022,2022-05,7.203548198747113,7.2502318669034365,7.25436972564061,1401.591552734375
2022-05-13,ISAT.JK,1378.2315673828125,1389.9114959199549,1290.6321033542438,1349.0317460399565,29394800.0,1,1,0,0,0.0015602743951603,0.0020859902724623,2022,2022-05,7.229281787831092,7.207883386741141,7.237714563673439,1407.4313789699388
2022-06-03,ISAT.JK,1360.711669921875,1424.9512766563842,1337.351812927508,1366.5516341704667,51787200.0,2,1,0,1,-0.0069419513456522,0.007888333289884,2022,2022-06,7.216497768206074,7.220777291660442,7.26259443254786,1349.0317460399565
2022-06-08,ISAT.JK,1448.311279296875,1459.991208968624,1284.7922638923892,1284.7922638923892,71982000.0,1,1,0,0,0.9846624732017516,0.9883354306221008,2022,2022-06,7.278843742780726,7.159130355118005,7.286870394599553,1366.5516341704667
2022-06-09,ISAT.JK,1500.870849609375,1553.43052916768,1407.4314192834995,1448.31117005107,101619600.0,1,0,1,0,0.0031923754140734,0.0049495436251163,2022,2022-06,7.314466843014173,7.278843667402986,7.348864538353941,1284.7922638923892
2022-06-28,ISAT.JK,1588.470458984375,1588.470458984375,1535.910774679745,1547.5907045252184,12922000.0,1,0,0,1,-0.3727542757987976,0.3774392604827881,2022,2022-06,7.3711561950786715,7.3451005734324895,7.3711561950786715,1448.31117005107
2022-06-29,ISAT.JK,1576.79052734375,1600.1503870081017,1547.5907027633102,1588.470457175926,21687600.0,1,1,0,0,-0.0019723607692867,0.0024337542708963,2022,2022-06,7.363780746931312,7.371156193940903,7.378477641757102,1547.5907045252184
2022-07-07,ISAT.JK,1506.7108154296875,1524.2307086323583,1471.671029024346,1489.1909222270167,14339600.0,2,1,0,1,-0.0031796232215128,0.0038593421922996,2022,2022-07,7.318347763221827,7.306659526453655,7.329900961948276,1588.470457175926
2022-07-13,ISAT.JK,1483.3509521484375,1518.3907384196605,1454.1511302557517,1518.3907384196605,18878400.0,1,0,0,1,-0.8001449108123779,0.9142951965332032,2022,2022-07,7.302732886433879,7.326064703499444,7.326064703499444,1489.1909222270167
2022-07-14,ISAT.JK,1454.1512451171875,1489.191034156156,1442.4713154375313,1477.5111044764997,5210400.0,2,1,0,1,-0.0108409479726105,0.012028727447614,2022,2022-07,7.2828651227374674,7.298790849901121,7.306659601564255,1518.3907384196605
2022-08-01,ISAT.JK,1582.6304931640625,1629.350212519459,1559.2706334863642,1559.2706334863642,50600000.0,3,1,0,2,-0.0244702079896038,0.0254275401045257,2022,2022-08,7.367475270644001,7.3526145682012265,7.396550125029344,1477.5111044764997
2022-08-19,ISAT.JK,1757.829345703125,1757.829345703125,1722.7895580811355,1751.9893810994602,32167600.0,1,1,0,0,0.0008369662100449,0.0012838634429499,2022,2022-08,7.472403722238603,7.469077827344108,7.472403722238603,1559.2706334863642
2022-08-23,ISAT.JK,1693.5897216796875,1711.109615352236,1681.9097925646552,1681.9097925646552,29967200.0,1,1,0,0,-0.0020777990575879,0.0026248933281749,2022,2022-08,7.435195938408833,7.428279593565165,7.445481582311021,1751.9893810994602
