Date,Close,High,Low,Open,Volume
2025-05-02,1041.27001953125,1130.7909714366517,1036.5583904835973,1126.0793423889988,75597800
2025-05-05,1045.9815673828125,1055.4048247466217,1017.7117952913852,1036.5583100190033,36933500
2025-05-06,1126.079345703125,1135.5026038261637,1050.6932807188152,1055.4049097803347,105718500
2025-05-07,1144.92578125,1177.907182355967,1111.944380144033,1126.0792663323045,103601200
2025-05-08,1074.2513427734375,1173.195545397307,1069.5397140770629,1159.0606593081827,81030700
2025-05-09,1055.4049072265625,1093.097939627511,1055.4049072265625,1083.674681527274,29311000
2025-05-14,1069.539794921875,1088.3863111319522,1045.9816496592787,1069.539794921875,54520400
2025-05-15,1055.4049072265625,1097.8095686776298,1055.4049072265625,1083.674681527274,44347900
2025-05-16,1107.2327880859375,1135.50256139877,1060.1164992312167,1064.8281281166887,100052000
2025-05-19,1116.656005859375,1126.0792632927876,1097.80949099255,1121.3676345760812,45770600
2025-05-20,1078.9630126953125,1121.3676725829012,1074.2513838189138,1116.6560437065025,36378200
2025-05-21,1088.38623046875,1107.2327452820616,1083.674601765422,1083.674601765422,35560000
2025-05-22,1121.36767578125,1154.3490780101104,1088.3862735523896,1088.3862735523896,114534700
2025-05-23,1107.2327880859375,1116.6560458568817,1097.8095303149933,1102.5211592004655,17207400
2025-05-26,1111.9444580078125,1130.7909742452332,1097.8095708297471,1116.6560870671676,26525000
2025-05-27,1107.2327880859375,1121.3676747423538,1102.5211592004655,1116.6560458568817,18300700
2025-05-28,1116.656005859375,1149.6374068763187,1107.2327484259627,1111.9443771426688,56892200
2025-06-02,1060.116455078125,1121.3676280381944,1055.4048263888888,1116.6559993489582,43759500
2025-06-03,1078.9630126953125,1102.5211570773063,1041.2699816841225,1069.539754942515,33812700
2025-06-04,1135.5025634765625,1144.9258212647496,1083.6746456415326,1083.6746456415326,67122100
2025-06-05,1159.0606689453125,1225.0234712430133,1144.9257827386623,1149.6374114742123,122610300
2025-06-10,1163.7723388671875,1187.330483378669,1121.3676787465208,1173.19559667178,86676800
2025-06-11,1107.2327880859375,1173.1955924825465,1102.5211592004655,1168.4839635970745,135305000
2025-06-12,1093.097900390625,1135.5025603195716,1093.097900390625,1107.232787033607,104679800
2025-06-13,1083.6746826171875,1107.2328278914742,1074.2514245074728,1093.0979407269022,38364100
2025-06-16,1088.38623046875,1111.9443739853896,1083.674601765422,1083.674601765422,30722200
2025-06-17,1093.097900390625,1111.9444159146012,1088.386271509631,1097.809529271619,28952200
2025-06-18,1083.6746826171875,1111.9444569463315,1078.96305356233,1107.2328278914742,28465300
2025-06-19,1050.6932373046875,1088.386268239385,1045.9816084378504,1083.6746393725477,29399600
2025-06-20,1041.27001953125,1069.5397938171664,1036.5583904835973,1055.4049066742082,36852200
2025-06-23,1010.0,1045.0,1005.0,1045.0,39016500
2025-06-24,1015.0,1040.0,1015.0,1030.0,17705100
2025-06-25,980.0,1030.0,980.0,1025.0,23322000
2025-06-26,1005.0,1005.0,980.0,985.0,17745200
2025-06-30,1035.0,1040.0,1005.0,1015.0,17729500
2025-07-01,1025.0,1060.0,1025.0,1045.0,15707000
2025-07-02,1005.0,1035.0,1000.0,1030.0,11907900
2025-07-03,1035.0,1040.0,1015.0,1015.0,8671400
2025-07-04,1020.0,1050.0,1020.0,1035.0,5370100
2025-07-07,1010.0,1040.0,1010.0,1040.0,6155400
2025-07-08,1015.0,1030.0,1015.0,1015.0,7022900
2025-07-09,1025.0,1025.0,1015.0,1015.0,4265500
2025-07-10,1040.0,1050.0,1025.0,1025.0,14350800
2025-07-11,1040.0,1065.0,1040.0,1045.0,13639300
